text,language,source_dataset,original_label,normalized_text
What your plan for pongal?,en,sms_spam_collection.txt,ham,what your plan for pongal?
Just wait till end of march when el nino gets himself. Oh.,en,sms_spam_collection.txt,ham,just wait till end of march when el nino gets himself. oh.
"Not yet chikku..going to room nw, i'm in bus..",en,sms_spam_collection.txt,ham,"not yet chikku..going to room nw, i'm in bus.."
Am also doing in cbe only. But have to pay.,en,sms_spam_collection.txt,ham,am also doing in cbe only. but have to pay.
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",en,sms_spam_collection.txt,ham,"we have sent jd for customer service cum accounts executive to ur mail id, for details contact us"
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",en,sms_spam_collection.txt,ham,"yo, i'm at my parents' gettin cash. good news: we picked up a downstem"
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",en,sms_spam_collection.txt,ham,"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy!"
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",en,sms_spam_collection.txt,spam,"hungry gay guys feeling hungry and up 4 it, now. call 08718730555 just 10p/min. to stop texts call 08712460324 (10p/min)"
Ok. No wahala. Just remember that a friend in need ...,en,sms_spam_collection.txt,ham,ok. no wahala. just remember that a friend in need ...
I will see in half an hour,en,sms_spam_collection.txt,ham,i will see in half an hour
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",en,sms_spam_collection.txt,ham,"hey sorry i didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv jenxxx."
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,en,sms_spam_collection.txt,ham,seriously. tell her those exact words right now.
"Tee hee. Off to lecture, cheery bye bye.",en,sms_spam_collection.txt,ham,"tee hee. off to lecture, cheery bye bye."
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,en,sms_spam_collection.txt,ham,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
Ok...,en,sms_spam_collection.txt,ham,ok...
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,en,sms_spam_collection.txt,ham,let me know how to contact you. i've you settled in a room. lets know you are ok.
Can do lor...,en,sms_spam_collection.txt,ham,can do lor...
Dont put your phone on silent mode ok,en,sms_spam_collection.txt,ham,dont put your phone on silent mode ok
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,en,sms_spam_collection.txt,ham,can i meet ü at 5.. as 4 where depends on where ü wan 2 in lor..
Am I the only one who doesn't stalk profiles?,en,sms_spam_collection.txt,ham,am i the only one who doesn't stalk profiles?
Yes i thought so. Thanks.,en,sms_spam_collection.txt,ham,yes i thought so. thanks.
But if she.s drinkin i'm ok.,en,sms_spam_collection.txt,ham,but if she.s drinkin i'm ok.
"Just wondering, the others just took off",en,sms_spam_collection.txt,ham,"just wondering, the others just took off"
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",en,sms_spam_collection.txt,ham,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",en,sms_spam_collection.txt,ham,"what do you do, my dog ? must i always wait till the end of your day to have word from you ? did you run out of time on your cell already?"
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",en,sms_spam_collection.txt,ham,"hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may"
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,en,sms_spam_collection.txt,ham,eat jap done oso aft ur lect wat... ü got lect at 12 rite...
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",en,sms_spam_collection.txt,ham,"hey babe! i saw you came online for a second and then you disappeared, what happened ?"
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,en,sms_spam_collection.txt,ham,da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes
Happy birthday... May all ur dreams come true...,en,sms_spam_collection.txt,ham,happy birthday... may all ur dreams come true...
TELL HER I SAID EAT SHIT.,en,sms_spam_collection.txt,ham,tell her i said eat shit.
Sure! I am driving but will reach my destination soon.,en,sms_spam_collection.txt,ham,sure! i am driving but will reach my destination soon.
"K so am I, how much for an 8th? Fifty?",en,sms_spam_collection.txt,ham,"k so am i, how much for an 8th? fifty?"
Your daily text from me – a favour this time,en,sms_spam_collection.txt,ham,your daily text from me – a favour this time
Great to hear you are settling well. So what's happenin wit ola?,en,sms_spam_collection.txt,ham,great to hear you are settling well. so what's happenin wit ola?
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,en,sms_spam_collection.txt,ham,those cocksuckers. if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
Your right! I'll make the appointment right now.,en,sms_spam_collection.txt,ham,your right! i'll make the appointment right now.
Designation is software developer and may be she get chennai:),en,sms_spam_collection.txt,ham,designation is software developer and may be she get chennai:)
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,en,sms_spam_collection.txt,spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",en,sms_spam_collection.txt,spam,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
I jokin oni lar.. Ü busy then i wun disturb ü.,en,sms_spam_collection.txt,ham,i jokin oni lar.. ü busy then i wun disturb ü.
"Ok, be careful ! Don't text and drive !",en,sms_spam_collection.txt,ham,"ok, be careful ! don't text and drive !"
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",en,sms_spam_collection.txt,ham,"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
How abt making some of the pics bigger?,en,sms_spam_collection.txt,ham,how abt making some of the pics bigger?
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,en,sms_spam_collection.txt,ham,got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.
Why nothing. Ok anyway give me treat,en,sms_spam_collection.txt,ham,why nothing. ok anyway give me treat
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",en,sms_spam_collection.txt,spam,"win the newest ""harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!"
Correct. So how was work today,en,sms_spam_collection.txt,ham,correct. so how was work today
"Just sent again. Do you scream and moan in bed, princess?",en,sms_spam_collection.txt,ham,"just sent again. do you scream and moan in bed, princess?"
"I wake up long ago already... Dunno, what other thing?",en,sms_spam_collection.txt,ham,"i wake up long ago already... dunno, what other thing?"
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,en,sms_spam_collection.txt,ham,i thk 50 shd be ok he said plus minus 10.. did ü leave a line in between paragraphs?
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,en,sms_spam_collection.txt,ham,can you call me plz. your number shows out of coveragd area. i have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
Yeah jay's sort of a fucking retard,en,sms_spam_collection.txt,ham,yeah jay's sort of a fucking retard
"Sorry, was in the bathroom, sup",en,sms_spam_collection.txt,ham,"sorry, was in the bathroom, sup"
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,en,sms_spam_collection.txt,spam,ur balance is now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!
My exam is for february 4. Wish you a great day.,en,sms_spam_collection.txt,ham,my exam is for february 4. wish you a great day.
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,en,sms_spam_collection.txt,ham,i dont know what to do to come out of this so only am ask questions like this dont mistake me.
"Aight no rush, I'll ask jay",en,sms_spam_collection.txt,ham,"aight no rush, i'll ask jay"
Good Morning plz call me sir,en,sms_spam_collection.txt,ham,good morning plz call me sir
"Oh... Icic... K lor, den meet other day...",en,sms_spam_collection.txt,ham,"oh... icic... k lor, den meet other day..."
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",en,sms_spam_collection.txt,ham,"oh ! a half hour is much longer in syria than canada, eh ? wow you must get so much more work done in a day than us with all that extra time ! *grins*"
