text,clean_text,label,language,source
K... Must book a not huh? so going for yoga basic on sunday?,k... must book a not huh so going for yoga basic on sunday,SAFE,en,v10_eng_foundation
Оплата заказа №9253 не прошла. Повторите: https://bit.ly/claim-752862 OK,оплата заказа 9253 не прошла. повторите: https://bit.ly/claim 752862 ok,DANGEROUS,ru,v10_rus_foundation
Shifrdan nusxa olindi. Parolni yangilang: http://pochta-uz.com/track=3655821,shifrdan nusxa olindi. parolni yangilang: http://pochta uz.com/track 3655821,DANGEROUS,en,v10_eng_foundation
Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call 08712402972 immediately as there is an urgent message waiting for you,SUSPICIOUS,en,v10_eng_foundation
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,urgent this is our 2nd attempt to contact u. your 900 prize from yesterday is still awaiting collection. to claim call now 09061702893. acl03530150pm,SUSPICIOUS,uz,v10_uzb_foundation
"Davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6560868",davlat tomonidan 2860 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click auth.uz/code 6560868,DANGEROUS,uz,v10_uzb_foundation
"NBU: Hisobingizdan 4680,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=6955190",nbu: hisobingizdan 4680 000 so'm yechib olindi bekor qilish: https://click auth.uz/code 6955190,DANGEROUS,uz,v10_uzb_foundation
Sizning kodingiz: 604901,sizning kodingiz: 604901,SAFE,uz,v10_uzb_foundation
Bugungi majlis 8:15 ga surildi. tezroq,bugungi majlis 8:15 ga surildi. tezroq,SAFE,en,v10_eng_foundation
Kartangiz boshqa qrilmaga ulandi...,kartangiz boshqa qrilmaga ulandi...,SUSPICIOUS,uz,synthetic_suspicious_v1
Check with nuerologist.,check with nuerologist.,SAFE,en,v10_eng_foundation
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent we are trying to contact u. todays draw shows that you have won a å 2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only,SUSPICIOUS,uz,v10_uzb_foundation
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",hurmatli mijoz uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard update.uz,DANGEROUS,uz,v10_uzb_foundation
We hae an opportuity that might interest you,we hae an opportuity that might interest you,SUSPICIOUS,en,synthetic_suspicious_v1
Sizga 674349 so'm bonus berildi! Olish uchun: http://prize-win.top,sizga 674349 so'm bonus berildi olish uchun: http://prize win.top,SUSPICIOUS,uz,v10_uzb_foundation
I am waiting for your call sir.,i am waiting for your call sir.,SAFE,en,v10_eng_foundation
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=7,diqqat asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard block.uz/unlock user 7,DANGEROUS,uz,v10_uzb_foundation
Love it! I want to flood that pretty pussy with cum...,love it i want to flood that pretty pussy with cum...,SAFE,en,v10_eng_foundation
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,she left it very vague. she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. but checking online now and all places around usc are lt gt and up,SAFE,en,v10_eng_foundation
Bugungi majlis 15:45 ga surildi. :),bugungi majlis 15:45 ga surildi. :,SAFE,en,v10_eng_foundation
Ü dun need to pick ur gf?,ü dun need to pick ur gf,SAFE,en,v10_eng_foundation
"Contact support iltimos, muammo bor...",contact support iltimos muammo bor...,SUSPICIOUS,uz,synthetic_suspicious_v1
Y de asking like this.,y de asking like this.,SAFE,en,v10_eng_foundation
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/382900 (,вход в личный кабинет с нового устройства. это не вы http://click safety.uz/382900,DANGEROUS,ru,v10_rus_foundation
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me amp u dont tell me......... take care:,SAFE,uz,v10_uzb_foundation
Sizning limitiz ispolzovan. Uvelichit limit: https://t.me/prize_bot/82929 -,sizning limitiz ispolzovan. uvelichit limit: https://t.me/prize_bot/82929,DANGEROUS,uz,v10_uzb_foundation
"Yo, you at jp and hungry like a mofo?",yo you at jp and hungry like a mofo,SAFE,en,v10_eng_foundation
Bugungi majlis 10:30 ga surildi. :),bugungi majlis 10:30 ga surildi. :,SAFE,en,v10_eng_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://click-auth.uz/code=3401538,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://click auth.uz/code 3401538,DANGEROUS,uz,v10_uzb_foundation
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 400964",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 400964,SAFE,uz,v10_uzb_foundation
Банк: верификация вашй карты необходима!,банк: верификация вашй карты необходима,SUSPICIOUS,ru,synthetic_suspicious_v1
Your account requirs immediate attention..,your account requirs immediate attention..,SUSPICIOUS,en,synthetic_suspicious_v1
Balansingiz: 4500.50 so'm,balansingiz: 4500.50 so'm,SAFE,uz,v10_uzb_foundation
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im not comin 2nite tell every1 im sorry 4 me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon.l8rs.x,SAFE,uz,v10_uzb_foundation
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,please call 08712402902 immediately as there is an urgent message waiting for you.,SUSPICIOUS,en,v10_eng_foundation
Bring tat cd don forget,bring tat cd don forget,SAFE,en,v10_eng_foundation
"NBU: Hisobingizdan 4680,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=5859645",nbu: hisobingizdan 4680 000 so'm yechib olindi bekor qilish: https://uz yutuq.com/p 5859645,DANGEROUS,uz,v10_uzb_foundation
"ItÛ÷s reassuring, in this crazy world.",it û s reassuring in this crazy world.,SAFE,en,v10_eng_foundation
Jokin only lar... :-) depends on which phone my father can get lor...,jokin only lar... : depends on which phone my father can get lor...,SAFE,en,v10_eng_foundation
Bugungi majlis 21:15 ga surildi. :),bugungi majlis 21:15 ga surildi. :,SAFE,en,v10_eng_foundation
Xavfsizlik sababli akkauntingizni tekshiring...,xavfsizlik sababli akkauntingizni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
"Здравствуйте. Хорошая возможность получать 400 долларов в час доступна уже сейчас. Напиши мне интересно расскажу, как начать",здравствуйте. хорошая возможность получать 400 долларов в час доступна уже сейчас. напиши мне интересно расскажу как начать,SUSPICIOUS,ru,v10_rus_foundation
Ushbu SMS ni 10 ta odamga yuboring va sizga baxt kulib boqadi (va balansingizga pul tushadi),ushbu sms ni 10 ta odamga yuboring va sizga baxt kulib boqadi va balansingizga pul tushadi,DANGEROUS,uz,v10_uzb_foundation
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3424761,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot ref 3424761,DANGEROUS,uz,v10_uzb_foundation
Sizning kodingiz: 85685,sizning kodingiz: 85685,SAFE,uz,v10_uzb_foundation
Sizga 401532 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 401532 so'm bonus berildi olish uchun: http://lucky draw.net,SUSPICIOUS,uz,v10_uzb_foundation
Indeed and by the way it was either or - not both !,indeed and by the way it was either or not both,SAFE,en,v10_eng_foundation
U call me alter at 11 ok.,u call me alter at 11 ok.,SAFE,uz,v10_uzb_foundation
7 lor... Change 2 suntec... Wat time u coming?,7 lor... change 2 suntec... wat time u coming,SAFE,uz,v10_uzb_foundation
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5.00 per..,SUSPICIOUS,en,v10_eng_foundation
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/433838 OK,вход в личный кабинет с нового устройства. это не вы http://uz confirm.com/433838 ok,DANGEROUS,ru,v10_rus_foundation
Hisobingiz xavfsizligi uchun kartanigz ma'lumotlarini tasdiqqlang,hisobingiz xavfsizligi uchun kartanigz ma'lumotlarini tasdiqqlang,SUSPICIOUS,uz,synthetic_suspicious_v1
Uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus-video.apk/q=3809977,uzcard xavfsizlik botiga ulaning va bonus oling: http://18plus video .apk /q 3809977,DANGEROUS,uz,v10_uzb_foundation
Yo dude guess who just got arrested the other day,yo dude guess who just got arrested the other day,SAFE,en,v10_eng_foundation
Dont put your phone on silent mode ok,dont put your phone on silent mode ok,SAFE,en,v10_eng_foundation
"NBU: Hisobingizdan 360,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=61150",nbu: hisobingizdan 360 000 so'm yechib olindi bekor qilish: http://pochta uz.com/track 61150,DANGEROUS,uz,v10_uzb_foundation
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Ã¥Â£1.50,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now opt out txt eng stop. box39822 w111wx ã â 1.50,DANGEROUS,en,v10_eng_foundation
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://bonus-uz.com/id/1799068,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://bonus uz.com/id/1799068,DANGEROUS,uz,v10_uzb_foundation
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,SAFE,en,v10_eng_foundation
Update required profilingiz uhcun!,update required profilingiz uhcun,SUSPICIOUS,uz,synthetic_suspicious_v1
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3926054",tabriklaymiz siz 2280 000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus uz.com/id/3926054,DANGEROUS,uz,v10_uzb_foundation
Karta faollashtirildi. Kod: 34222,karta faollashtirildi. kod: 34222,SAFE,uz,v10_uzb_foundation
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-9): http://bojxona-uz.com/9,sizning pochtangiz posilkasi bojxonada to'xtatildi. boj to'lovini amalga oshiring id 9 : http://bojxona uz.com/9,DANGEROUS,uz,v10_uzb_foundation
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",hurmatli mijoz aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik bot.uz,DANGEROUS,uz,v10_uzb_foundation
This single single answers are we fighting? Plus i said am broke and you didnt reply,this single single answers are we fighting plus i said am broke and you didnt reply,SAFE,en,v10_eng_foundation
Telegram Stars bepul oling! Faqat botga star14 bosing,telegram stars bepul oling faqat botga star14 bosing,DANGEROUS,uz,v10_uzb_foundation
Ma'lumotlaringizni bugun da yangilang!,ma'lumotlaringizni bugun da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1
"Tabriklaymiz siz 790,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=7577613",tabriklaymiz siz 790 000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus video .apk /q 7577613,DANGEROUS,uz,v10_uzb_foundation
Yup i've finished c Ì_ there...,yup i've finished c ì_ there...,SAFE,en,v10_eng_foundation
"Thank you. And by the way, I just lost.",thank you. and by the way i just lost.,SAFE,en,v10_eng_foundation
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said: i'm d sweetest in d world god laughed amp said: wait u havnt met d person reading this msg moral: even god can crack jokes gm gn ge gn:,SAFE,uz,v10_uzb_foundation
"Aka, bugun soat 8 da uchrashaylik",aka bugun soat 8 da uchrashaylik,SAFE,uz,v10_uzb_foundation
Вам начислена компенсация 78235 руб. Получить на карту: http://login-uz.xyz,вам начислена компенсация 78235 руб. получить на карту: http://login uz.xyz,DANGEROUS,ru,v10_rus_foundation
Discouunt olish uchun register qiling..,discouunt olish uchun register qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1
Kechikaman biroz ertalab da boraman. :),kechikaman biroz ertalab da boraman. :,SAFE,uz,v10_uzb_foundation
Lgoin qilib tekshirib koo'ring,lgoin qilib tekshirib koo'ring,SUSPICIOUS,uz,synthetic_suspicious_v1
Please update yur information to avoid disruption,please update yur information to avoid disruption,SUSPICIOUS,en,synthetic_suspicious_v1
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 7493). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/6",sizning hisobingizdan 500 000 so'm yechib olindi ref: 7493 . bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz bank cancel.com/6,DANGEROUS,uz,v10_uzb_foundation
"I'm back, lemme know when you're ready",i'm back lemme know when you're ready,SAFE,en,v10_eng_foundation
Buugn ro'yxatdan o'ting va bonus oling,buugn ro'yxatdan o'ting va bonus oling,SUSPICIOUS,uz,synthetic_suspicious_v1
Списание 665 000 прошло успешно. Отменить: http://click-safety.uz/130377,списание 665 000 прошло успешно. отменить: http://click safety.uz/130377,DANGEROUS,ru,v10_rus_foundation
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today is song dedicated day.. which song will u dedicate for me send this to all ur valuable frnds but first rply me...,SAFE,uz,v10_uzb_foundation
Bugungi majlis 19:30 ga surildi.?,bugungi majlis 19:30 ga surildi.,SAFE,en,v10_eng_foundation
Boy you best get yo ass out here quick,boy you best get yo ass out here quick,SAFE,en,v10_eng_foundation
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=9129465,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://18plus video .apk /q 9129465,DANGEROUS,uz,v10_uzb_foundation
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=3759618,shifrdan nusxa olindi. parolni yangilang: https://uz yutuq.com/p 3759618,DANGEROUS,uz,v10_uzb_foundation
I dont know exactly could you ask chechi.,i dont know exactly could you ask chechi.,SAFE,en,v10_eng_foundation
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,SUSPICIOUS,en,v10_eng_foundation
Telegramdan yozaman hozir..,telegramdan yozaman hozir..,SAFE,uz,v10_uzb_foundation
Your account is blocked! Podtverdite svoyu lichnost: http://click-safety.uz/807945 -,your account is blocked podtverdite svoyu lichnost: http://click safety.uz/807945,DANGEROUS,en,v10_eng_foundation
URGENT! We are trying to contact U Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,urgent we are trying to contact u todays draw shows that you have won a ã â 800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm,DANGEROUS,uz,v10_uzb_foundation
"Пожалуйста, подтвердиите свой аккаунт в течение 48 часов!",пожалуйста подтвердиите свой аккаунт в течение 48 часов,SUSPICIOUS,ru,synthetic_suspicious_v1
