text,clean_text,label,language,source,category
"ASSALOMU ALAYKUM, CLIK DAN QO'NG'IROQ BO'LADI, JAAVOB BEERING!",assalomu alaykum clik dan qo'ng'iroq bo'ladi jaavob beering,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Обнаружена подозрительная активность в аккануте,обнаружена подозрительная активность в аккануте,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
So'ngi faoliyatingiz bo'ycha eslatma...,so'ngi faoliyatingiz bo'ycha eslatma...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Foydalanuvchilaga maxsus imkoniyat taqdim etilmoqda!,foydalanuvchilaga maxsus imkoniyat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
New connection request pending...,new connection request pending...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
IT Deaprtment: password change recomemnded,it deaprtment: password change recomemnded,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Moderator xabari: akkauntingiz ko'rib chiqilmooqda,moderator xabari: akkauntingiz ko'rib chiqilmooqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Your account is pending review, plesae verify...",your account is pending review plesae verify...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Maxsus taklifdan foydalaning, vaaqt chekklangan",maxsus taklifdan foydalaning vaaqt chekklangan,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Profiliingiz bugun ichida tasdiqlanisshi kerak..,profiliingiz bugun ichida tasdiqlanisshi kerak..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Assalomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javob beirng...",assalomu alaykum uzmobile dan qo'ng'iroq bo'ladi javob beirng...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Conttact support iltimos, muammo bor..",conttact support iltimos muammo bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Please update your information to avoid disruption..,please update your information to avoid disruption..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profilingizda o'zgarishlr aniqlandi,profilingizda o'zgarishlr aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Bak: kartangiz faoliyati tekshirilmoqda...,bak: kartangiz faoliyati tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Re-authenticate to maintain access...,re authenticate to maintain access...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
ВАШ ПАРОЬ РЕКОМЕНДУЕТСЯ СМЕННИТЬ...,ваш пароь рекомендуется сменнить...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
"Iltimo,s Kapitalbank billan bog'laning, muhim xabar bor!",iltimo s kapitalbank billan bog'laning muhim xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Youur session will expire soon, please re-authenticate",youur session will expire soon please re authenticate,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Yangi qurilmadan kirish amalga oshirildi,yangi qurilmadan kirish amalga oshirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Xavfsizlik markazi: hisobingiz tekshirilmoqda..,xavfsizlik markazi: hisobingiz tekshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Oirgi faoliyat bo'yicha ogohlantiris...,oirgi faoliyat bo'yicha ogohlantiris...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Unusual sign-in activty on your acount...,unusual sign in activty on your acount...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Please cmoplete the verification process,please cmoplete the verification process,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Tizimga kirish uchun hioni qayta faollashtiring!,tizimga kirish uchun hioni qayta faollashtiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingizga noma'lum qurilmadan ulanish bo'dli,hisobingizga noma'lum qurilmadan ulanish bo'dli,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Message pending bor sidza,message pending bor sidza,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
TO'LOV AMALGA OSHIRISH UCHHUN TASDIQLASH KERRAK!,to'lov amalga oshirish uchhun tasdiqlash kerrak,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Xurmatli foyydalanuvchi, hisobingiz bo'yichha savol bor",xurmatli foyydalanuvchi hisobingiz bo'yichha savol bor,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Verify your email to keep yuor accunt active!,verify your email to keep yuor accunt active,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Kimdir sizni kontakt sifatida ko'rsatdi..,kimdir sizni kontakt sifatida ko'rsatdi..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Texnik xizzmat xabari: tizzim yangilanishi rejalashtirilgan..,texnik xizzmat xabari: tizzim yangilanishi rejalashtirilgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Pleaes complete the verification process!,pleaes complete the verification process,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profilingiz bo'yicha mium bildirishnoma,profilingiz bo'yicha mium bildirishnoma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Hisobingiz uchun yangi xavfsizlik taabi mavjud...,hisobingiz uchun yangi xavfsizlik taabi mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
HISOBINGIZ HOLATI YANGILANDI,hisobingiz holati yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Your account activity summmary is rady,your account activity summmary is rady,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Qo'llaab-quvvatlash xizmati: ma'lumotlaringizni tasdilang!,qo'llaab quvvatlash xizmati: ma'lumotlaringizni tasdilang,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Immdeiate action recommended for your account!,immdeiate action recommended for your account,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Ma'lumotlaringizni bugun da yangilang..,ma'lumotlaringizni bugun da yangilang..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Actioon neede:d confirm your identity,actioon neede:d confirm your identity,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Служба поддержки: ваш заппрос требует ответаа...,служба поддержки: ваш заппрос требует ответаа...,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
I found something interesting about you onnline,i found something interesting about you onnline,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Profilingizda o'zgarrishhlar aniqlandi,profilingizda o'zgarrishhlar aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Xavfsizlik markazi: hisobbingiz tekshirilmoqda!,xavfsizlik markazi: hisobbingiz tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Tanishingiz sizni tavsiya qildi, tekshiriing",tanishingiz sizni tavsiya qildi tekshiriing,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Sizag yangi xabar kelid, tekshiring",sizag yangi xabar kelid tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Hisobingiz uchun yangi xavfszilik talabi mavjud!,hisobingiz uchun yangi xavfszilik talabi mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Tziim xavfsizliggi: kartangiz ma'lumotlarini tasdiqlang...,tziim xavfsizliggi: kartangiz ma'lumotlarini tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Texniik xizmat xabari: tizim yangilanishi rejalashtirilgan..,texniik xizmat xabari: tizim yangilanishi rejalashtirilgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Your subscription renewal comes with a bouns...,your subscription renewal comes with a bouns...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobingiz faoliyatida oz'garish mavjud!,hisobingiz faoliyatida oz'garish mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Bugnugi taklif: maxsus bonus sizni kutmoqda...,bugnugi taklif: maxsus bonus sizni kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Secrrity notice: please review your account..,secrrity notice: please review your account..,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Банк: верификация вашей карты необходима...,банк: верификация вашей карты необходима...,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Immediate action recommended for your account!,immediate action recommended for your account,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Account reactivtion kerak,account reactivtion kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Обновите информацию о безопасности,обновите информацию о безопасности,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Hisobingiz uchun new ofefr bor...,hisobingiz uchun new ofefr bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Proflingiz 3 kun ichida tasdiqlanishi kerak,proflingiz 3 kun ichida tasdiqlanishi kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"New rewards avalable, chheck your eligibility..",new rewards avalable chheck your eligibility..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
You're eligible for a caashback offer!,you're eligible for a caashback offer,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Do'stingiz sizga sovgg'a yubordi, tasidqlang!",do'stingiz sizga sovgg'a yubordi tasidqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Sizning account under review..,sizning account under review..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"SALOM, SIZNING RAQAMINNGIZ CLICK DA RO'YXATDAN OTGAN",salom sizning raqaminngiz click da ro'yxatdan otgan,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Szining account temporarily suspended!,szining account temporarily suspended,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Billig: invoice discrepancy foudn,billig: invoice discrepancy foudn,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Bugungi aksiya: barcha foydalanuvchilarga bons...,bugungi aksiya: barcha foydalanuvchilarga bons...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Your accses may be limited without verification..,your accses may be limited without verification..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Saolm, men texnik mutaxassisdan. Hisobingiz haqida gaplashishimiz keerak...",saolm men texnik mutaxassisdan. hisobingiz haqida gaplashishimiz keerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hisobingizda shubhali operatsiya kuzatildii!,hisobingizda shubhali operatsiya kuzatildii,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
You're eligible for a cashback offre!,you're eligible for a cashback offre,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Kimdir sizning akkauntingizga kirmoqchi bo'ldi..,kimdir sizning akkauntingizga kirmoqchi bo'ldi..,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Your resume was forwarded to me, let's talk...",your resume was forwarded to me let's talk...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
ILTIMOS LOGIN QILING VA CONFIRRM QILING,iltimos login qiling va confirrm qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Custmer service: your ticket requires a response...,custmer service: your ticket requires a response...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Qo'llab-quvvatlash xizmati: ma'lumootlaringizni tasdiqlang,qo'llab quvvatlash xizmati: ma'lumootlaringizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Xizmat ko'rsatish markazi: hisobingizni tasdiqlang...,xizmat ko'rsatish markazi: hisobingizni tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Maxsus taklliif sizni kutmoqda,maxsus taklliif sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Hisobingiz balansi 50,000 so'mdan past...",hisobingiz balansi 50 000 so'mdan past...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Guruhda sizni esatishdi, tekshiring...",guruhda sizni esatishdi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Tizimga kirish uchun hisoni qayta faollashtiring...,tizimga kirish uchun hisoni qayta faollashtiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Sizning profilingiz ko'rilldi, kim ekanligini bilasizmi...",sizning profilingiz ko'rilldi kim ekanligini bilasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Comppliance team: documentation update needed,comppliance team: documentation update needed,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Sizning account tempoarrily suspended,sizning account tempoarrily suspended,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisbingiz uchun yangi xavfsizlik talabi mavjud...,hisbingiz uchun yangi xavfsizlik talabi mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Confirm your identity to contiue using the service,confirm your identity to contiue using the service,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Your subscription renewal cmes with a bonus...,your subscription renewal cmes with a bonus...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Akkauntingiz tekshiruvdan o'tishi kerka,akkauntingiz tekshiruvdan o'tishi kerka,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Tizimda sizninng nomingiza ro'xatdan o'tilgan, szzmisiz!",tizimda sizninng nomingiza ro'xatdan o'tilgan szzmisiz,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Foydalanuvchilarga mxsus imkoniyat taqdim etilmoqda,foydalanuvchilarga mxsus imkoniyat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Youur session will expire soon, pleae re-authenticate",youur session will expire soon pleae re authenticate,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Profile ni updte qilsih keark,profile ni updte qilsih keark,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Guruhda sizni elatishdi, tekshiiring",guruhda sizni elatishdi tekshiiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
You werre recommended by a mutual friend!,you werre recommended by a mutual friend,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Avtoplatej soat 18:000 da da amlga oshiriladi,avtoplatej soat 18:000 da da amlga oshiriladi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
ILTIMOS LOGIN QILING VA CONFIRM QILING..,iltimos login qiling va confirm qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
BILLING ISSUE ANQILANDI HIISOBINGIZDA!,billing issue anqilandi hiisobingizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Sizga Tizim dan xabar keeldi!,sizga tizim dan xabar keeldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
WE HAVE AN OPPORTUNTY THAT MIGHT INTEREST YOU!,we have an opportunty that might interest you,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Xavfsizlik sababli akkauntingizni tekshiring...,xavfsizlik sababli akkauntingizni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
To'lovingiz qayta ishlash jarayonida...,to'lovingiz qayta ishlash jarayonida...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Youru sesssion will expire soon, please re-authenticate!",youru sesssion will expire soon please re authenticate,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Siznng ma'ulmotllaringiz bo'yicha tushuntirish kerak..,siznng ma'ulmotllaringiz bo'yicha tushuntirish kerak..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Необходима повторная авторизация...,необходима повторная авторизация...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Новый запрос авторизаации заафиксирован,новый запрос авторизаации заафиксирован,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
System adminnistrator: maintenance scheduled!,system adminnistrator: maintenance scheduled,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Your account setitngs need attention,your account setitngs need attention,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Bugun ro'yxatdan o'ting va bonus oling...,bugun ro'yxatdan o'ting va bonus oling...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Oirgi faoliyat bo'yicha ogohlantiris..,oirgi faoliyat bo'yicha ogohlantiris..,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
