text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Boooo you always work. Just quit.,boooo you always work. just quit.,SAFE,en,high,messages_cleaned.csv
I am taking half day leave bec i am not well,i am taking half day leave bec i am not well,SAFE,en,high,messages_cleaned.csv
Ugh I don't wanna get out of bed. It's so warm.,ugh i don't wanna get out of bed. it's so warm.,SAFE,en,high,messages_cleaned.csv
S:)s.nervous  &lt;#&gt; :),s:)s.nervous &lt;#&gt; :),SAFE,en,high,messages_cleaned.csv
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,SAFE,en,high,messages_cleaned.csv
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,DANGEROUS,en,high,messages_cleaned.csv
I borrow ur bag ok.,i borrow ur bag ok.,SAFE,en,high,messages_cleaned.csv
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT","u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out",DANGEROUS,en,high,messages_cleaned.csv
Where's my boytoy? I miss you ... What happened?,where's my boytoy? i miss you ... what happened?,SAFE,en,high,messages_cleaned.csv
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up","he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up",SAFE,en,high,messages_cleaned.csv
Also are you bringing galileo or dobby,also are you bringing galileo or dobby,SAFE,en,high,messages_cleaned.csv
Then why you not responding,then why you not responding,SAFE,en,high,messages_cleaned.csv
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & illspeak 2u soonlots of loveme xxxx.,SAFE,en,high,messages_cleaned.csv
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine! how's my boytoy? does he crave me yet? ache to fuck me ? *sips cappuccino* i miss you babe *teasing kiss*,SAFE,en,high,messages_cleaned.csv
On the road so cant txt,on the road so cant txt,SAFE,en,high,messages_cleaned.csv
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae",DANGEROUS,en,high,messages_cleaned.csv
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,DANGEROUS,en,high,messages_cleaned.csv
Hmm .. Bits and pieces lol ... *sighs* ...,hmm .. bits and pieces lol ... *sighs* ...,SAFE,en,high,messages_cleaned.csv
Hahaha..use your brain dear,hahaha..use your brain dear,SAFE,en,high,messages_cleaned.csv
Hey. You got any mail?,hey. you got any mail?,SAFE,en,high,messages_cleaned.csv
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around","sorry light turned green, i meant another friend wanted &lt;#&gt; worth but he may not be around",SAFE,en,high,messages_cleaned.csv
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola,SAFE,en,high,messages_cleaned.csv
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,DANGEROUS,en,high,messages_cleaned.csv
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,hi mate its rv did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!rvx,SAFE,en,high,messages_cleaned.csv
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062","dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/expressoffer ts&cs apply. to stop texts, txt stop to 80062",DANGEROUS,en,high,messages_cleaned.csv
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago","thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",SAFE,en,high,messages_cleaned.csv
Surely result will offer:),surely result will offer:),SAFE,en,high,messages_cleaned.csv
Good Morning my Dear........... Have a great &amp; successful day.,good morning my dear........... have a great &amp; successful day.,SAFE,en,high,messages_cleaned.csv
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,DANGEROUS,en,high,messages_cleaned.csv
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks","sir, i have been late in paying rent for the past few months and had to pay a $ &lt;#&gt; charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thanks",SAFE,en,high,messages_cleaned.csv
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,DANGEROUS,en,high,messages_cleaned.csv
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,last chance 2 claim ur £150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. £3.00 sub. 16 . remove txt x or stop,DANGEROUS,en,high,messages_cleaned.csv
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,i luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,SAFE,en,high,messages_cleaned.csv
"Pls send me a comprehensive mail about who i'm paying, when and how much.","pls send me a comprehensive mail about who i'm paying, when and how much.",SAFE,en,high,messages_cleaned.csv
Our Prashanthettan's mother passed away last night. pray for her and family.,our prashanthettan's mother passed away last night. pray for her and family.,SAFE,en,high,messages_cleaned.csv
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",DANGEROUS,en,high,messages_cleaned.csv
K.k:)when are you going?,k.k:)when are you going?,SAFE,en,high,messages_cleaned.csv
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhile in the shit suite: xavier decided to give us &lt;#&gt; seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore,SAFE,en,high,messages_cleaned.csv
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,SAFE,en,high,messages_cleaned.csv
I am in office:)whats the matter..msg me now.i will call you at break:).,i am in office:)whats the matter..msg me now.i will call you at break:).,SAFE,en,high,messages_cleaned.csv
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",SAFE,en,high,messages_cleaned.csv
U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already? u wan 2 go buy tickets first?,SAFE,en,high,messages_cleaned.csv
"I am real, baby! I want to bring out your inner tigress...","i am real, baby! i want to bring out your inner tigress...",SAFE,en,high,messages_cleaned.csv
No da if you run that it activate the full version da.,no da if you run that it activate the full version da.,SAFE,en,high,messages_cleaned.csv
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx.,SAFE,en,high,messages_cleaned.csv
Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop the story. i've told him i've returned it and he's saying i should not re order it.,SAFE,en,high,messages_cleaned.csv
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,DANGEROUS,en,high,messages_cleaned.csv
Going to take your babe out ?,going to take your babe out ?,SAFE,en,high,messages_cleaned.csv
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,hai ana tomarrow am coming on morning. &lt;decimal&gt; ill be there in sathy then we ll go to rto office. reply me after came to home.,SAFE,en,high,messages_cleaned.csv
Spoons it is then okay?,spoons it is then okay?,SAFE,en,high,messages_cleaned.csv
Did he just say somebody is named tampa,did he just say somebody is named tampa,SAFE,en,high,messages_cleaned.csv
In work now. Going have in few min.,in work now. going have in few min.,SAFE,en,high,messages_cleaned.csv
Your brother is a genius,your brother is a genius,SAFE,en,high,messages_cleaned.csv
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you","sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you",SAFE,en,high,messages_cleaned.csv
