text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence,is_maj,lp,cp
Pul o'tkazib yubordim,en,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,pul o'tkazib yubordim,en,SAFE,uz,uz,low,True,1,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, uzcard kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, xalq banki kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, nbu kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, kapitalbank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, agrobank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, ipoteka bank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, sqb kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/bank-auth",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://tasdiq-bank.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://uzcard-update.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: http://security-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, aloqabank kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",uz,DANGEROUS,en,en,low,True,2,3
