text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/37,uz,messages_cleaned_v4.csv,scam,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/37,uz,DANGEROUS,en,en,low
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/38,uz,messages_cleaned_v4.csv,scam,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/38,uz,DANGEROUS,en,en,low
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/39,uz,messages_cleaned_v4.csv,scam,uzum: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/39,uz,DANGEROUS,en,en,low
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/40,uz,messages_cleaned_v4.csv,scam,payme: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/40,uz,DANGEROUS,en,en,low
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/41,uz,messages_cleaned_v4.csv,scam,davlatxizmatlari: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/41,uz,DANGEROUS,en,en,low
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/42,uz,messages_cleaned_v4.csv,scam,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/42,uz,DANGEROUS,en,en,low
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/43,uz,messages_cleaned_v4.csv,scam,telegram: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/43,uz,DANGEROUS,en,en,low
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/44,uz,messages_cleaned_v4.csv,scam,davlatxizmatlari: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/44,uz,DANGEROUS,en,en,low
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/45,uz,messages_cleaned_v4.csv,scam,payme: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/45,uz,DANGEROUS,en,en,low
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/46,uz,messages_cleaned_v4.csv,scam,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/46,uz,DANGEROUS,en,en,low
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/47,uz,messages_cleaned_v4.csv,scam,uzum: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/47,uz,DANGEROUS,en,en,low
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/48,uz,messages_cleaned_v4.csv,scam,click: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/48,uz,DANGEROUS,en,en,low
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/49,uz,messages_cleaned_v4.csv,scam,davlatxizmatlari: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/49,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=0,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=0,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=2,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=2,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=4,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=4,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=5,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=5,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=6,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=6,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=7,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=7,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=9,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=9,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=11,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=11,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=12,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=12,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=13,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=13,uz,DANGEROUS,en,en,low
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=14,uz,messages_cleaned_v4.csv,scam,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=14,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=15,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=15,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=19,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=19,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=20,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=20,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=21,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=21,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=23,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=23,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=25,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=25,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=27,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=27,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=28,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=28,uz,DANGEROUS,en,en,low
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=29,uz,messages_cleaned_v4.csv,scam,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=29,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=31,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=31,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=32,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=32,uz,DANGEROUS,en,en,low
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=33,uz,messages_cleaned_v4.csv,scam,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=33,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=34,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=34,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=35,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=35,uz,DANGEROUS,en,en,low
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=36,uz,messages_cleaned_v4.csv,scam,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=36,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=37,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=37,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=38,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=38,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=39,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=39,uz,DANGEROUS,en,en,low
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=40,uz,messages_cleaned_v4.csv,scam,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=40,uz,DANGEROUS,en,en,low
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=41,uz,messages_cleaned_v4.csv,scam,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=41,uz,DANGEROUS,en,en,low
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=47,uz,messages_cleaned_v4.csv,scam,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=47,uz,DANGEROUS,en,en,low
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=49,uz,messages_cleaned_v4.csv,scam,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=49,uz,DANGEROUS,en,en,low
Bugun 14:00 da ko'rishamiz. tezroq,uz,messages_cleaned_v5.csv,ham,bugun 14:00 da ko'rishamiz. tezroq,uz,SAFE,en,en,low
Bugun 13:15 da ko'rishamiz.!,uz,messages_cleaned_v5.csv,ham,bugun 13:15 da ko'rishamiz.!,uz,SAFE,en,en,low
"Menga 4980,000 so'm tashlab tura olasanmi??",uz,messages_cleaned_v5.csv,ham,"menga 4980,000 so'm tashlab tura olasanmi??",uz,SAFE,en,en,low
Bugun 16:45 da ko'rishamiz. :),uz,messages_cleaned_v5.csv,ham,bugun 16:45 da ko'rishamiz. :),uz,SAFE,en,en,low
"Menga 3280,000 so'm tashlab tura olasanmi?.",uz,messages_cleaned_v5.csv,ham,"menga 3280,000 so'm tashlab tura olasanmi?.",uz,SAFE,en,en,low
"Menga 4980,000 so'm tashlab tura olasanmi?",uz,messages_cleaned_v5.csv,ham,"menga 4980,000 so'm tashlab tura olasanmi?",uz,SAFE,en,en,low
"Menga 3280,000 so'm tashlab tura olasanmi?!",uz,messages_cleaned_v5.csv,ham,"menga 3280,000 so'm tashlab tura olasanmi?!",uz,SAFE,en,en,low
Bugun 20:00 da ko'rishamiz....,uz,messages_cleaned_v5.csv,ham,bugun 20:00 da ko'rishamiz....,uz,SAFE,en,en,low
Bugun 10:45 da ko'rishamiz. tezroq,uz,messages_cleaned_v5.csv,ham,bugun 10:45 da ko'rishamiz. tezroq,uz,SAFE,en,en,low
Bugun 16:45 da ko'rishamiz....,uz,messages_cleaned_v5.csv,ham,bugun 16:45 da ko'rishamiz....,uz,SAFE,en,en,low
Bugun 8:30 da ko'rishamiz.?,uz,messages_cleaned_v5.csv,ham,bugun 8:30 da ko'rishamiz.?,uz,SAFE,en,en,low
go'sht narxi qancha ekan hozir?.,uz,messages_cleaned_v5.csv,ham,go'sht narxi qancha ekan hozir?.,uz,SAFE,en,en,low
Bugun 18:30 da ko'rishamiz.!,uz,messages_cleaned_v5.csv,ham,bugun 18:30 da ko'rishamiz.!,uz,SAFE,en,en,low
"Iltimos, qayta qo'ng'iroq qiling.",uz,messages_cleaned_v5.csv,ham,"iltimos, qayta qo'ng'iroq qiling.",uz,SAFE,en,en,low
"Menga 4120,000 so'm tashlab tura olasanmi? :)",uz,messages_cleaned_v5.csv,ham,"menga 4120,000 so'm tashlab tura olasanmi? :)",uz,SAFE,en,en,low
Bugun 15:45 da ko'rishamiz.,uz,messages_cleaned_v5.csv,ham,bugun 15:45 da ko'rishamiz.,uz,SAFE,en,en,low
"Charchamang, oq yo'l!...",uz,messages_cleaned_v5.csv,ham,"charchamang, oq yo'l!...",uz,SAFE,en,en,low
"Menga 3700,000 so'm tashlab tura olasanmi?.",uz,messages_cleaned_v5.csv,ham,"menga 3700,000 so'm tashlab tura olasanmi?.",uz,SAFE,en,en,low
Bugun 16:15 da ko'rishamiz. :),uz,messages_cleaned_v5.csv,ham,bugun 16:15 da ko'rishamiz. :),uz,SAFE,en,en,low
Bugun 17:00 da ko'rishamiz.,uz,messages_cleaned_v5.csv,ham,bugun 17:00 da ko'rishamiz.,uz,SAFE,en,en,low
"Menga 2990,000 so'm tashlab tura olasanmi?!",uz,messages_cleaned_v5.csv,ham,"menga 2990,000 so'm tashlab tura olasanmi?!",uz,SAFE,en,en,low
Bugun 11:00 da ko'rishamiz.?,uz,messages_cleaned_v5.csv,ham,bugun 11:00 da ko'rishamiz.?,uz,SAFE,en,en,low
"Menga 180,000 so'm tashlab tura olasanmi?...",uz,messages_cleaned_v5.csv,ham,"menga 180,000 so'm tashlab tura olasanmi?...",uz,SAFE,en,en,low
Bugun 19:45 da ko'rishamiz. tezroq,uz,messages_cleaned_v5.csv,ham,bugun 19:45 da ko'rishamiz. tezroq,uz,SAFE,en,en,low
Bugun 14:45 da ko'rishamiz.?,uz,messages_cleaned_v5.csv,ham,bugun 14:45 da ko'rishamiz.?,uz,SAFE,en,en,low
Bugun 9:15 da ko'rishamiz.!,uz,messages_cleaned_v5.csv,ham,bugun 9:15 da ko'rishamiz.!,uz,SAFE,en,en,low
Bugun 8:00 da ko'rishamiz.!,uz,messages_cleaned_v5.csv,ham,bugun 8:00 da ko'rishamiz.!,uz,SAFE,en,en,low
"Menga 4400,000 so'm tashlab tura olasanmi? :)",uz,messages_cleaned_v5.csv,ham,"menga 4400,000 so'm tashlab tura olasanmi? :)",uz,SAFE,en,en,low
Bugun 17:45 da ko'rishamiz..,uz,messages_cleaned_v5.csv,ham,bugun 17:45 da ko'rishamiz..,uz,SAFE,en,en,low
"Menga 150,000 so'm tashlab tura olasanmi?...",uz,messages_cleaned_v5.csv,ham,"menga 150,000 so'm tashlab tura olasanmi?...",uz,SAFE,en,en,low
Uyga qaytayotganda go'sht olib kel.?,uz,messages_cleaned_v5.csv,ham,uyga qaytayotganda go'sht olib kel.?,uz,SAFE,en,en,low
Bugun 17:30 da ko'rishamiz..,uz,messages_cleaned_v5.csv,ham,bugun 17:30 da ko'rishamiz..,uz,SAFE,en,en,low
Bugun 12:15 da ko'rishamiz. tezroq,uz,messages_cleaned_v5.csv,ham,bugun 12:15 da ko'rishamiz. tezroq,uz,SAFE,en,en,low
Bugun 9:45 da ko'rishamiz.!,uz,messages_cleaned_v5.csv,ham,bugun 9:45 da ko'rishamiz.!,uz,SAFE,en,en,low
Rahmat sizga katta! :),uz,messages_cleaned_v5.csv,ham,rahmat sizga katta! :),uz,SAFE,en,en,low
"Menga 3880,000 so'm tashlab tura olasanmi? tezroq",uz,messages_cleaned_v5.csv,ham,"menga 3880,000 so'm tashlab tura olasanmi? tezroq",uz,SAFE,en,en,low
Bugun 20:15 da ko'rishamiz.,uz,messages_cleaned_v5.csv,ham,bugun 20:15 da ko'rishamiz.,uz,SAFE,en,en,low
Bugun 21:30 da ko'rishamiz. :),uz,messages_cleaned_v5.csv,ham,bugun 21:30 da ko'rishamiz. :),uz,SAFE,en,en,low
Bugun 18:45 da ko'rishamiz.?,uz,messages_cleaned_v5.csv,ham,bugun 18:45 da ko'rishamiz.?,uz,SAFE,en,en,low
"Menga 700,000 so'm tashlab tura olasanmi?.",uz,messages_cleaned_v5.csv,ham,"menga 700,000 so'm tashlab tura olasanmi?.",uz,SAFE,en,en,low
Bugun 13:15 da ko'rishamiz. tezroq,uz,messages_cleaned_v5.csv,ham,bugun 13:15 da ko'rishamiz. tezroq,uz,SAFE,en,en,low
