text,source,label,clean_text
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sms,ham,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,sms,ham,i think you should go the honesty road call the bank tomorrow its the tough decisions that make us great people
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,sms,scam,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates zed pobox 36504 w45wq norm150p tone 16
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,sms,ham,no its not specialisation can work but its slave labor will look for it this month sha cos no shakara 4 beggar
Is she replying. Has boye changed his phone number,sms,ham,is she replying has boye changed his phone number
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,sms,ham,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx
"Nothing really, just making sure everybody's up to speed",sms,ham,nothing really just making sure everybody s up to speed
I'm not coming home 4 dinner.,sms,ham,i m not coming home 4 dinner
"Thank you. And by the way, I just lost.",sms,ham,thank you and by the way i just lost
Yes.he have good crickiting mind,sms,ham,yes he have good crickiting mind
Thx. All will be well in a few months,sms,ham,thx all will be well in a few months
"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",sms,ham,can i please come up now imin town dontmatter if urgoin outl8r just reallyneed 2docd please dontplease dontignore mycalls u no thecd isv important tome 4 2moro
I wont. So wat's wit the guys,sms,ham,i wont so wat s wit the guys
Yavnt tried yet and never played original either,sms,ham,yavnt tried yet and never played original either
"Hiya, had a good day? Have you spoken to since the weekend?",sms,ham,hiya had a good day have you spoken to since the weekend
See? I thought it all through,sms,ham,see i thought it all through
get ready to moan and scream :),sms,ham,get ready to moan and scream
Oh k :)why you got job then whats up?,sms,ham,oh k why you got job then whats up
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",sms,ham,i don t think so you don t need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday
And popping &lt;#&gt; ibuprofens was no help.,sms,ham,and popping lt gt ibuprofens was no help
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",sms,ham,babe how goes that day what are you doing where are you i sip my cappuccino and think of you my love i send a kiss to you from across the sea
Ok.,sms,ham,ok
PS U no ur a grown up now right?,sms,ham,ps u no ur a grown up now right
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",sms,ham,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
I know a few people I can hit up and fuck to the yes,sms,ham,i know a few people i can hit up and fuck to the yes
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,sms,ham,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,sms,ham,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
Oh god. I'm gonna Google nearby cliffs now.,sms,ham,oh god i m gonna google nearby cliffs now
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,sms,scam,free camera phones with linerental from 4 49 month with 750 cross ntwk mins 1 2 price txt bundle deals also avble call or call2optout j mf
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,sms,ham,yup i shd haf ard 10 pages if i add figures ü all got how many pages
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",sms,ham,ooh 4got i m gonna start belly dancing in moseley weds 6 30 if u want 2 join me they have a cafe too
Thankyou so much for the call. I appreciate your care.,sms,ham,thankyou so much for the call i appreciate your care
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,sms,ham,congrats treat pending i am not on mail for 2 days will mail once thru respect mother at home check mails
I called but no one pick up e phone. I ask both of them already they said ok.,sms,ham,i called but no one pick up e phone i ask both of them already they said ok
Hi my email address has changed now it is,sms,ham,hi my email address has changed now it is
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",sms,ham,v aluable a ffectionate l oveable e ternal n oble t ruthful i ntimate n atural e namous happy valentines day in advance
"Not much, just some textin'. How bout you?",sms,ham,not much just some textin how bout you
Bring it if you got it,sms,ham,bring it if you got it
I'm in a movie. Call me 4 wat?,sms,ham,i m in a movie call me 4 wat
Not sure I have the stomach for it ...,sms,ham,not sure i have the stomach for it
Haha... can... But i'm having dinner with my cousin...,sms,ham,haha can but i m having dinner with my cousin
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",sms,ham,a boy was late 2 home his father power of frndship
"(And my man carlos is definitely coming by mu tonight, no excuses)",sms,ham,and my man carlos is definitely coming by mu tonight no excuses
soon you will have the real thing princess! Do i make you wet? :),sms,ham,soon you will have the real thing princess do i make you wet
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,sms,ham,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",sms,ham,haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",sms,scam,urgent your mobile no 07xxxxxxxxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call asap box97n7qp 150ppm
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,sms,ham,usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",sms,scam,urgent your 4 costa del sol holiday or 5000 await collection call now toclaim sae tc s pobox334 stockport sk38xh cost 1 50 pm max10mins
"Hmm well, night night",sms,ham,hmm well night night
Just wanted to say holy shit you guys weren't kidding about this bud,sms,ham,just wanted to say holy shit you guys weren t kidding about this bud
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",sms,ham,just gettin a bit arty with my collages at the mo well tryin 2 ne way got a roast in a min lovely i shall enjoy that
"This is one of the days you have a billion classes, right?",sms,ham,this is one of the days you have a billion classes right
"Goodmorning, today i am late for 2hrs. Because of back pain.",sms,ham,goodmorning today i am late for 2hrs because of back pain
Ok then i'll let him noe later n ask him call u tmr...,sms,ham,ok then i ll let him noe later n ask him call u tmr
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,sms,ham,ok i m waliking ard now do u wan me 2 buy anything go ur house
* Will have two more cartons off u and is very pleased with shelves,sms,ham,will have two more cartons off u and is very pleased with shelves
Nice talking to you! please dont forget my pix :) i want to see all of you...,sms,ham,nice talking to you please dont forget my pix i want to see all of you
